# id	npc_id	npc_level	affiliated_area_id	loc_x	loc_y	loc_z	raid_desc
144	25352	30	30	-16912	174912	-3264	"This Basilisk obtained intelligence after the dark magic polluting the Wasteland mutated him. Bigger and stronger than other Basilisks, he rules over weaker ones. He hates the other tribes and will literally kill most living things he sees."
145	25354	35	30	-16096	184288	-3817	"This Gargoyle Lord rules the Gargoyles of the Wasteland. Strong-willed and confident, he resists the wishes of the Ancient Gargoyles. Rather than waiting for Shilen's resurrection, which he says may never occur, he is focused on building a Gargoyle kingdom now."
146	25357	21	30	-3456	112864	-3456	"This Ratman Chief lives in the Evil Hunting Grounds and uses mercenary Bugbear Soldiers to plunder travelers passing through Gludio Castle. To stop the attacks, the lord of Gludio has offered a reward on his head. Despite Gludio's efforts, Sukar continues to harass wayfarers."
147	25360	26	1	29216	179280	-3624	"This powerful Hornet, who can be recognized by his tiger stripe pattern, controls a nest of several wasps. Searching for the sweetest honey, he and his subordinates maraud their way through Gludio Territory."
148	25362	23	30	-55920	186768	-3336	"This Lizardman Warrior became famous after destroying the mercenary army sent to destroy his tribe. He is known as the Tracker Captain, since his preferred tactic is to stealthily track his enemies and attack when they least expect it. "
149	25365	26	30	-62000	190256	-3687	"This Patriarch appeared suddenly, prophesying that he would become the Great Lizardman Conqueror. His powerful personal presence is gradually undermining the prevailing worship of Evil Spirit Bifrons. His promise that anyone can become a conqueror through him has gained him a large and growing group of followers."
150	25366	23	30	-62368	179440	-3594	"This fanatical Priest serves Patriarch Kuroboros and is helping spread the new conquering religion among the Lizardmen in southern Gludio. He devoutly believes that the Patriarch will make Lizardmen glorious conquerors someday, and his small number of worshipers and disciples are fervently spreading the words of Kuroboros."
151	25369	25	30	-44508	123016	-2704	"These Ghosts wander the Ruins of Agony, taking the souls of careless adventurers. Originally residents slain during the war, their spirits were called forth and controlled by the powerful dark magic of Beleth' followers."
153	25373	21	67	9649	77467	-3808	"This Devil, a subordinate of Devil Dagoniel, was summoned by the Dark Elves during their war with the Elves. He slew many Elven Warriors during his forced service. When Devil Dagoniel was liberated from the summoning Dark Elves, he was liberated as well. He currently serves as Dagoniel's aide."
154	25375	20	67	22500	80300	-2772	"This immortal creature was created by Dark Elven dark magic. During the early days of the war between the Elves and Dark Elves, the Dark Elves found themselves on the defensive. Experimenting with the power of Dark Arts they had embraced, they resurrected a number of slain warriors. Once a brave elven knight, Ferkel became one of the revived warriors turned into bloodthirsty undead beasts. He slaughtered countless fellow Elves during the war and now thirsts for the blood of living beings."
155	25378	20	67	-54096	84288	-3512	"Created by mystics at the Institute of Dark Arts who were researching monsters skilled in mental attack. This monster can inflict powerful mental blasts and thanks to its superior intelligence, it also controls other beasts."
156	25380	21	67	-47367	51548	-5904	"This Succubus is Lich King Icarus' disciple and messenger, having served the Lich King since Icarus controlled Hardin's Academy. A loyal slave, she has learned various Dark Arts, including the control of bats, from her master."
159	25388	35	1	40128	101920	-1241	"Captain of the powerful convict mercenary band called the Red Eye. He was drafted with other convicts during Gracia's invasion, but was abandoned by the main army during a retreat. Following the war, he and his men did not return to their country, preferring to stay in the Dion Territory they occupied during the war, sacking and ambushing. He believes the Gracian Army and its commanders were cowards for leaving his men behind."
160	25391	33	1	45600	120592	-2455	Messenger sent by Bloody Lord Nurka to communicate with the high-ranking officials of the kingdom. He is a brave Ol Mahum Warrior on his way to Aden on a top secret mission.
161	25392	32	1	29928	107160	-3708	"Royal Guard Captain of Stakato Queen Zyrnna, he is the strongest soldier among the Marsh Stakatos and commands a Royal Guard consisting only of Stakato nobles. He is as cruel as Zyrnna, and has murdered many of his people at his Queen's command."
162	25394	38	121	129025	219237	-3678	"This unidentified two-headed monster calls himself the first-ranking person, Premo Prime. Some say he was a product of some Giants' experiment, but no one knows exactly where he came from - including himself. Each head seems to have its own distinct personality. One calls itself Premo, the other Prime. Despite his lofty-sounding name, he is not very intelligent."
163	25395	45	1	15000	119000	-11900	This artificial intelligence management system was designed by the Giants to defend the Cruma Tower. It controls multiple upper-class Susceptors against attackers.
164	25398	35	1	5000	189000	-3728	"One of the Monster Eyes who acted as a spy for Devil Beleth during his failed rebellion. Now that Beleth is sealed away, the Eye is responsible for providing Beleth' followers with information."
166	25404	33	16	35992	191312	-3104	"This pirate once ruled the South Sea of Giran along with Pirate King Zaken. Calling himself Zaken's only rival, he raided the Pirate King's headquarters after hearing the news that Zaken was missing. Instead of treasure, he and his men were struck down by Zaken's curse. Now an undead, his sole aim is to take his revenge on Zaken someday."
168	25410	40	16	72192	125424	-3657	"Leader of the Road Scavengers who occupy Death Pass and threaten Giran Territory. Cowardly by nature, the Road Scavengers mainly attack the elderly or unarmed travelers."
170	25415	40	16	128352	138464	-3467	"This cranky, ambitious Wyrm leads the Wyrms in the Gorgon Flower Garden against the occupying Gorgons. He is forcing even neutral Wyrms into conflict with the Gorgons. He hates Gorgon Queen Stenoa passionately."
171	25418	44	67	62416	8096	-3376	"This Immortal Knight is searching for Orfen in the Sea of Spores. As a young adventurer, he and his lover joined the Sea of Spores Troops. Orfen's plot caused her death, however, allowing Kraven's sorrow and rage to help him gain an immortal body in order to revenge himself on Orfen with his sharp, fearsome blade."
172	25420	48	67	42032	24128	-4704	"This Riba follows Arachne Orfen. Unlike other monsters living in the Sea of Spores, he possesses great intelligence and profound magical knowledge. At Orfen's command, he is searching for flaws in the Ivory Tower's magic force field, which blocks the spores from advancing."
173	25423	61	97	113600	47120	-4640	This capricious Queen of All Fairies has ruled the Enchanted Valley for thousands of years. She fears the gradual weakening of the Seal of Shilen.
174	25426	25	138	-18048	-101264	-2112	"This Maraku Werewolf Chief was once the ally of the Urutu Orcs and peacefully coexisted with them. Then he suddenly attacked the Urutu Tribe while its power was weakened, inflicting a serious blow. He and his Werewolves are now in engaged in an all-out attempt to conquer the Immortal Plateau, ancestral home to Orcs."
175	25429	25	138	172064	-214752	-3565	"When customers fail to pay Merchants of Mammon, Talos is summoned to collect. A low-level devil that used to live in Hell, Talos has entered into a contract with the ancient Merchants of Mammon and helped them ever since. Only the elders of the Dwarf Guilds know of the contract's existence."
176	25431	44	67	79648	18320	-5232	"Created by the ancient mystics of the Ivory Tower while they were investigating the Secrets of Infinite Flame contained in the flame stone, the Golem seemed to be a failed experiment and was discarded. Reawakened recently, it now wanders near the Ivory Tower and interferes with Spirits of Flame. Not surprisingly, it has become a major headache for the mystics."
177	25434	55	97	104096	-16896	-1803	"This Ol Mahum Warrior is warring with other bandit leaders for Oren's Bandit Stronghold. Although he cannot personally perform spells, he still has profound knowledge about magic and numbers several Shamans among his subordinates. For an Ol Mahum, he is somewhat prudent and cautious."
178	25437	45	67	67296	64128	-3723	"This savage hero leads the Timak Orc Warriors in battle. Unlike Chertuba and Ragoth, fighting is his only expertise and interest. Surprisingly, that makes him popular among many Orcs who do not comprehend Chertuba's idealism or Ragoth' wisdom."
179	25438	44	97	107000	92000	-2272	"This legendary Ratman Bandit became famous for invading the Guild of Hunters Village and stealing the Guild's symbol, the Legendary Bow. Unlike other Ratman Bandits, he has outsmarted many hunters of Hunters Village through his bold and elaborate plans."
180	25441	45	97	111440	82912	-2912	"This Evil Spirit inherited the blood of some of the most powerful dragons numbered among Shilen's children. When the War of Gods concluded, he crawled underground and went into hibernation. He awoke during the Time of Chaos and has since ruled the entire Hunters Valley with terror. He is one of the biggest challenges for the Hunters Guild."
181	25444	65	97	116430	17847	-4384	"Once the General Construction Manager in charge of building the Tower of Insolence at command of Emperor Baium, he was executed by the enraged Emperor after numerous construction delays. His lingering spirit became a powerful ghost when the Energy of Life poured out of the Tower when it collapsed. He still wanders near the Tower of Insolence, waiting to take his revenge on the imprisoned Emperor."
182	25447	71	97	113230	17847	-1424	"This mystic assisted Emperor Baium construct the Tower of Insolence to obtain the secret of eternal life. Evoking the wrath of Einhasad, he was slain by Angels but returned to life thanks to the secret knowledge he already possessed. Now he is working to free Baium."
183	25450	79	97	113230	14647	9559	"The leader of the Angels who guard the Tower of Insolence and Baium, including Fire of Wrath Shuriel. He is directly descended from Einhasad."
184	25453	70	97	156704	-6096	-4185	This giant Wyvern lives in the Blazing Swamp and controls all Wyverns and River Wyrms in the area. He feels the entire Blazing Swamp is Wyvern territory and is very displeased about the activities of the devils who have invaded the Swamp.
185	25456	49	97	133632	87072	-3623	"Hidden deep inside the Forest of Mirrors, this Devil's Mirror supposedly steals the soul of whoever looks into it. It was created by the Lords of Hell to collect souls as a sacrifice to Gran Kain."
186	25460	51	97	150304	67776	-3688	"A famous knight from Oren who served in the war to eradicate the monsters in the Forest of Mirrors. But his troops were defeated and was eventually overcome by Oblivion's Mirror himself. Now he wanders the woods with no memory of the past, a dead man with a lost soul."
187	25463	56	97	166288	68096	-3264	"The son of Fierce Tiger King Angel, called the Guardian of Harit Lizardmen, was sent by his father to help the Harit Lizardmen who had protected Anghel Waterfall for generations."
190	25473	52	97	175712	29856	-3776	"This Orc Warrior invaded the Cemetery as part of High Prefect Arak's plan to capture Aden Castle. Frustrated by the constant fighting with the monsters of the Cemetery, he and his men began to run short on supplies. His successful solution earned him the nickname Grave Robber Kim. "
191	25475	55	97	183568	24560	-3184	"This distinguished knight died in battle during the war with Elmore Kingdom long ago. He was denied eternal rest, however, when monsters and devils invaded the Cemetery during the Troubles and awakened his spirit. He now attacks not only the devils who disturbed him, but also any living creature entering the Cemetery."
192	25478	65	97	168288	28368	-3632	This Palibati Priest serves Queen Themis and worships the Goddess Shilen. He regards the Queen as one of Shilen's fragments that descended to earth and eagerly awaits the day when the Seal of Shilen is completely broken. He continuously performs rituals sacrificing the blood of the pure and innocent to Shilen.
193	25481	53	16	53517	205413	-3728	"Originally a follower of Beleth under the leadership of Devil Kurikups, this Dark Mage was cursed by the Pirate King Zaken, who believed Kenishee lied to him that the Cruma Tower had secrets of immortality hidden inside. Instead of dying, he became a ghost - some say because of the Dark Arts he had studied so well."
194	25484	50	16	43160	220463	-3680	"This subordinate of Pirate King Zaken instigated the crew to mutiny after Zaken told him the location of his fabled treasure. When Zaken returned as an immortal undead, Tilion was the first he killed - rather gruesomely. He was later resurrected and entrusted with slaying anyone setting foot on Devil's Isle."
197	25493	55	121	83174	254428	-10873	"This spirit manages the Garden of Eva, keeping it ever ready for the Goddess when she comes to rest."
198	25496	52	121	88300	258000	-10200	"This messenger of the Water Dragon Fafurion was sent to the Goddess Eva to complain about his situation. After she ceased visiting the Garden of Eva, he remained behind to guide invading Stakatos."
199	25498	45	121	126624	174448	-3056	This Crokian Shaman serves the Water Dragon Fafurion. He assists Chief Sebek and delivers Fafurion's commands to the Crokian Tribe. With his magic he can control the alligators of Alligator Island.
200	25501	30	138	48575	-106191	-1568	"His exploits are famous among Wererats. After assigning the South to the Sukar Wererats, he and a group of followers journeyed north in search of wealth. Unlike other Wererats, he possesses an enterprising spirit and began plundering the tombs of Orc tribal chiefs. Chased away by vengeful spirits, he and his band now rob unwary travelers passing through the region."
201	25504	39	138	123000	-141000	-1100	"Once a human magician with an almost Dwarven interest in machinery, he heard about Lesser Giant Age Sky Wagon Relic and theorized that a combination of Dwarven skills and magic could reproduce the flying wagon. He died without succeeding in his goal, but his spirit still wanders the area."
202	25506	37	138	127900	-160600	-1100	"This villain preys on adventurers who travel between the Dwarven Village and the Town of Schuttgart. He summoned all the northern Goblin powers to create a great bandit force and rule over them, but he made a serious mistake by stealing tribute intended for Schuttgart. Hearing rumors that the lord was preparing an army to clear out the bandits, he and his followers fled to the mountains."
204	25512	76	138	96524	-111070	-3335	"Powerful gigantic golem created by Dr. Chaos using the Pavel's Ruins Star Stone. Dr. Chaos was once the Golem Maestro for all guilds, but he tried to steal the Leader's Blueprints. He was assigned to obtaining revenge for the Black Anvil Guild, and he led the golem army that he made to Pavel's Ruins. When outsiders are discovered, in order to punish himself, he consider them troops from the Black Anvil Guild and just attacks. His ultimate goal is ""world domination."""
205	29060	59	138	106000	-128000	-3000	"This captain secretly loved the Princess Felicia. Saddened by her disappearance, he set out to learn her fate. Finding her transformed into the Ice Queen, Freya, he was turned into a Gargoyle and now protects the Frozen Labyrinth from interlopers."
207	29096	84	200	113000	-76000	200	"Though it appears human, it is actually an archangel who speaks directly with Einhasad. The ancient religious text discovered at the Tower of Insolence gave evidence that the grail was hidden somewhere in the Monastery of Silence. Afterward, extensive searches for the grail took place in the Temple of Bishop, but no one could escape the judgment of the Master of Splendor."
208	29062	80	200	-35765	-50351	1704	"This aristocrat of Rune secretly worships Triol, even conducting the occasional bloody worship ceremony in the Temple. Despite her claims of nobility, much of her background is still unknown."
209	25523	73	180	167683	-58886	-3856	This Golem was originally a follower of Argos during the war between Giants and Humans. He remained with his master after Argos' imprisonment by Einhasad into the cliff wall. He has devolved to the point that he no longer resembles a Lesser Giant and isn't sure why he is still there. Even Daimon the White-eyed cannot harm him in the Wall of Argos.
210	25524	76	97	144600	-5500	-4100	"The result of one of Hardin's magical experiments, he is rather monstrous in appearance, spewing lava from all over his body. Despite his looks, he was in fact a very submissive Golem who followed Hardin like a father. He went mad from the feeling of abandonment after Hardin left the Blazing Swamp. When King Astaire attacked Aden Castle, some of the soldiers of Elmore were caught in the Blazing Swamp, and there they first saw this giant covered in lava."
211	29056	60	138	102800	-126000	-2500	"The Ice Fairy who came to Freya after Princess Felicia was turned, she oversees everything in the Frozen Labyrinth on behalf of Freya. She has watched the movements of the Zinnia Guild ever since the Order of Canna Knights disappeared."
212	29054	75	200	11882	-49216	-3008	
218	25527	80	200	3776	-6768	-32	"The younger brother of the Elrokian chief, Mushika, he is notoriously ambitious, jealous and prone to fits of violence. Where his legendary brother is concerned, he also suffers from something of an inferiority complex. He currently leads the Elrokian faction opposed to Mushika's policies and is scheming to depose his brother and make himself chief."
219	29065	80	200	26528	-8244	-20	"Sailren, an enormous, vicious and dangerous dinosaur who inhabits the Primeval Isle, was sealed inside the Lost Nest ages ago by Shilen and the ancient Elrokian warriors."
220	29095	80	180	0	0	0	"Wandering near Goddard Castle, this seemingly ordinary Human knight is actually a demon searching for a powerful weapon to increase its strength. (An active monster whose location is unknown.)"
221	25528	22	30	-110952	87174	-12979	"Past the secure entrance to this large cavern waits Mother Nornil, the ruler of Nornil's Garden."
225	25536	83	30	0	0	0	This once-noble soul was originally a powerful seer able to communicate directly with the divine; now only his overwhelming hatred against Beleth remains.
226	25539	81	30	-4754	252089	-33	"This supernatural wind tore through ancient Hellbound, filled with evil spirits and possessing a malicious will of its own."
227	25540	83	30	0	0	0	"This high-level Demon general, royalty even to the infernal, was ordered by  Darion to capture the Tower of Infinitum."
228	25542	83	30	0	0	0	"Along with Darion, this Demon was involved in the alliance against Beleth and was particularly involved in Beleth' invasion of the mainland."
229	25544	83	30	-12557	273901	-9000	"Beleth' right hand, he designed the Iron Castle and created a number of powerful magical tools for his master. Because of his long association with the Demon, his soul has been irretrievably corrupted. "
230	29213	98	121	0	0	0	The Chief Guard of the Crystal Caverns. He is selected because of his strength and power by Beleth. It is his responsibility to keep an eye on the imprisoned Parme as well as represent all the Demons on the island.
231	25603	87	30	0	0	0	"He was one of the Devil's retainers from Asmodae, and Beleth placed him among the people in order to rule Hellbound. Although he took over the power and turned Hellbound into the Devil's territory after Beleth disappeared for magic experiments, Beleth does not really care about it."
232	25609	87	30	0	0	0	"He was created when a large number of elemental spirits that were constrained in the basement of Tower of Naia were transformed after being affected by Beleth' magic and Core Naia. Although it is a monster with an unstable shape and mind, which is about to be destroyed, it is still slightly conscious as a natural spirit."
233	25610	87	30	0	0	0	"He was created when a large number of elemental spirits that were constrained in the basement of Tower of Naia were transformed after being affected by Beleth' magic and Core Naia. Although it is a monster with an unstable shape and mind, which is about to be destroyed, it is still slightly conscious as a natural spirit."
234	25611	87	30	0	0	0	"He was created when a large number of elemental spirits that were constrained in the basement of Tower of Naia were transformed after being affected by Beleth' magic and Core Naia. Although it is a monster with an unstable shape and mind, which is about to be destroyed, it is still slightly conscious as a natural spirit."
235	25612	87	30	0	0	0	"He was created when a large number of elemental spirits that were constrained in the basement of Tower of Naia were transformed after being affected by Beleth' magic and Core Naia. Although it is a monster with an unstable shape and mind, which is about to be destroyed, it is still slightly conscious as a natural spirit."
236	29118	83	30	0	0	0	"He is both the best wizard in the world and the worst devil in history. He once led the devil's army and attacked Elmoreden, but he was sealed away after they were defeated by the Ivory Tower wizards in the wilderness. After which, he successfully escaped. He used Hellbound Island to connect to what was taboo and successfully possessed the mysterious power that even the gods were not aware of. Nobody knows what he thinks or what he wants."
244	29129	29	179	0	0	0	Leader of those who guard the Labyrinth of the Abyss. They protect Kamaloka from all enemies to try to infiltrate Kamaloka.
245	29132	39	179	0	0	0	Leader of those who guard the Labyrinth of the Abyss. They protect Kamaloka from all enemies to try to infiltrate Kamaloka.
246	29135	49	179	0	0	0	Leader of those who guard the Labyrinth of the Abyss. They protect Kamaloka from all enemies to try to infiltrate Kamaloka.
247	29138	59	179	0	0	0	Leader of those who guard the Labyrinth of the Abyss. They protect Kamaloka from all enemies to try to infiltrate Kamaloka.
248	29141	69	179	0	0	0	Leader of those who guard the Labyrinth of the Abyss. They protect Kamaloka from all enemies to try to infiltrate Kamaloka.
249	29144	78	179	0	0	0	Leader of those who guard the Labyrinth of the Abyss. They protect Kamaloka from all enemies to try to infiltrate Kamaloka.
250	29147	81	179	0	0	0	Leader of those who guard the Labyrinth of the Abyss. They protect Kamaloka from all enemies to try to infiltrate Kamaloka.
260	25643	81	179	0	0	0	Undead Monster that was created by magic for the purpose of protecting a sacred place where the nobles' corpses are kept in Ancient Gracia.
261	25644	81	179	0	0	0	Undead Monster that was created by magic for the purpose of keeping the dead bodies from resurrecting after the battles in Ancient Gracia.
262	25645	81	179	0	0	0	A type of Undead Monster that lives off the souls from Ancient Gracia. It was awaken from a deep sleep by the magic power of Ekimus.
263	25646	81	179	0	0	0	A type of Undead Monster that lives off the souls from Ancient Gracia. It was awaken from a deep sleep by the magic power of Ekimus.
264	25647	81	179	0	0	0	"Undead Monster made from the body remains of Ancient Gracia, awaken by the magic power of the Seed of Infinity. The dead heroes that earned honorable achievements while they were alive enjoyed the benefit that their remains be kept forever, but their self-contained spirits have disappeared since too much time has passed."
265	25648	81	179	0	0	0	"Undead Monster made from the body remains of Ancient Gracia, was awaken by the magic power of the Seed of Infinity. The dead heroes who earned honorable achievements while they were alive enjoyed the benefit that their remains be kept forever, but their self-contained spirits have disappeared since too much time has passed."
266	25649	81	179	0	0	0	"Undead Monster made from the body remains of Ancient Gracia, was awaken by the magic power of the Seed of Infinity. The dead heroes who earned honorable achievements while they were alive enjoyed the benefit that their remains be kept forever, but their self-contained spirits have disappeared since too much time has passed."
267	25650	81	179	0	0	0	"Undead Monster made from the body remains of Ancient Gracia, was awaken by the magic power of the Seed of Infinity. The dead heroes who earned honorable achievements while they were alive enjoyed the benefit that their remains be kept forever, but their self-contained spirits have disappeared since too much time has passed."
268	25651	81	179	0	0	0	"Undead Monster made from the body remains of Ancient Gracia, was awaken by the magic power of the Seed of Infinity. The dead heroes who earned honorable achievements while they were alive enjoyed the benefit that their remains be kept forever, but their self-contained spirits have disappeared since too much time has passed."
269	25652	81	179	0	0	0	"Undead Monster made from the body remains of Ancient Gracia, was awaken by the magic power of the Seed of Infinity. The dead heroes who earned honorable achievements while they were alive enjoyed the benefit that their remains be kept forever, but their self-contained spirits have disappeared since too much time has passed."
270	29150	85	179	0	0	0	
273	25623	80	179	-192361	254528	15	"The Lord of the old Hwo. He gained the power of evil for letting Hwo become occupied by Seed of Infinity. Since he heard the prophecy about Hwo's faith after the Seed's appearance, he acquired the ability to rule Aura Bird that fly in the sky and became a Master Rider with that power."
274	25624	83	179	-174600	219711	44	The King of the birds that lived in Gracia. He originally was not any type of peaceful creature but later became very violent after Storm Dragon Lindvior took over the Island of Sky that used to be his nest.
275	25625	85	179	-181989	208968	44	"One of Ekidna's guardian maids who Ekidna dispatched to spy on Ekimus after their separation. Originally she was closer to a Dark Magician type, not a Banshee Queen, but she became a Banshee Queen after gaining a strong death energy by staying with Ekimus for a while."
276	25626	85	179	-252898	235845	53	"Drake who appeared along with the Seed of Destruction. One of Dark Dragon Skelus' dependents, but does not serve Tiat. This one has the duty to observe Tiat's activities and report the results to Skelus."
277	29163	82	179	0	0	0	
278	25665	82	179	0	0	0	Undead Monster that has the spirit of the older brother of famous twin Knights in Gracia before its collapse. A special power can be exercised when the two of them are together.
279	25666	82	179	0	0	0	Undead Monster that has the spirit of the younger brother of famous twin Knights in Gracia before its collapse. A special power can be exercised when the two of them are together.
286	25667	84	200	0	0	0	"Leader of the Cannibalistic Stakatos appointed by the Stakato Queen Shyeed to guard their nest. Unlike other Stakatos, it has the ability to jump through invisible space."
287	25671	84	200	79634	-55428	-6104	"Queen of the Spike Stakatos who commands and propagates the Spike Stakatos. It knows that its life is coming to an end, and it orders the nest guarded so that it is a good environment for the next Stakato Queen to grow up."
288	25674	83	121	86528	216864	-3584	"One of the monsters born of the Goddess Shilen. When the Great Spirit Gildor is weakened, it leads the Tasaba Lizardmen into the Reed Field, but when the Tasaba Lizardmen are wiped out by the appearance of the Mucrokians, it spews tremendous anger."
289	25677	84	121	83056	183232	-3616	"Water spirit born from the powerful waters of Innadril. It is greatly beloved by the Goddess Eva. It's a trickster that does whatever it wants, like snatching babies or causing floods in the middle of the night. Eva fears retaliation one day because of Lian's severe tricks, and she puts him in the care of guardian spirits."
290	25680	82	97	0	0	0	"Because of the item that was made in the image of the giants by the Ivory Tower magicians, it believes it is a giant itself. It is controlled by Hekaton Prime, and it guards the cave that was once the fortress of the giants."
291	25681	82	97	0	0	0	"Lifeform created by the giants that were fleeing by night the wrath of Einhasad. It was improved with a Monster Eye as its foundation and it was created to exterminate the pursuers of the gods. At one time, it broke free from the control of the giants and fought against them. Its mind is now controlled by Hekaton prime, and it again protects the giants."
292	25684	83	97	187537	60792	-5010	"Last Lesser Giant hiding deep inside the Giant's Cave. Though it is physically the same as the other Lesser Giants, it contains the secret of the ancient lesser giant civilization, and it protects this secret. It is currently controlled by Hekaton Prime."
293	25687	83	97	191777	56197	-7624	Control device created by the ancient giants civilization. It has outgrown its original research goal. It's only goal now is to protect the cave. It is transforming it into a powerful protected fortress by controlling the minds of the other races and by maintaining the Giant's Cave.
294	29179	85	138	102508	-124519	-2808	"Felicia's transformed state after receiving the soul of the Ice Witch Freya. With every breath, she exhales the power of ice, turning all those nearby into monsters."
295	25725	85	16	148437	118025	-3743	"They say that this monster was created through the fusion of a Human hero's body, who opened the Gate of Purgatory, and the spitefulness of countless monsters. However, this rumor is not confirmed. In any case, it has come above ground at Shilen's command, and it watches over the dragon's dungeon as an aide of Antharas. It possess exceptional abilities, and it is uniquely rational and cold-hearted. As such, it supposedly gives good assistance to the tyrant Antharas. "
296	25726	85	16	145798	119864	-3944	"A purgatory monster sent to Antharas by Shilen. The Behemoth Leader who came above ground was filled with uncontrollable madness as soon as it was unshackled. It killed countless monsters and eventually even tore off some of the flesh of Antharas, its master. Antharas burst into laughter at its foolish actions, and he cast a spell so that it would guard the Essence of Antharas, which maintains the dungeon's barrier."
297	25727	85	16	148482	117859	-3752	"A Knight of Purgatory who has long assisted Antharas, together with the Black Dagger Wing.  During the war against the gods, it broke both arms and fell into a deep slumber within Purgatory. It recently awakened at Antharas' call. When the Dragon Beast appeared above ground, Antharas sliced off his own flesh in order to create its two arms. Then, he made it guard the dragon's dungeon."
298	25718	84	16	0	0	0	"It was one of the dragons that was created out of the blood that was spilt by Antharas. Consuming an ancient drake and absorbing its power, it quickly arose as a commander that rules over the monsters nearby. It has acute hearing but its vision is nearly blind. It waits in a quiet, dark place, listening for the enemy, before swooping in for an attack."
299	25719	84	16	0	0	0	"It was one of the dragons that was created out of the blood that was spilt by Antharas. After consuming up its brethren and gained a their power. Antharas, whose heart was filled with innate cruelty and madness, appointed him as the Valley's Eradicator and commanded him to build the Tower of Corpses."
300	25720	84	16	0	0	0	"In order to gather monsters that would protect its territory, Antharas created countless sacrifice victims. The Bleeding Fly was enchanted by the stench of corpses and risen from the ground. This nobility of purgatory, who feeds on the blood of hatred and fear, called itself the Gatekeeper of Antharas, and it took its place on one side of the Valley where there is an endless stream of reckless challengers."
301	25721	84	16	0	0	0	"A Drake warrior that was once called the right wing of Antharas in battle. During the war against the gods, it lost two of its wings to injury and fell into a deep part of Purgatory. However, it was recently awakened by Antharas' call. It holds a deep grudge against the gods, especially Einhasad, and it believes that only the darkness of Shilen can bring the world to ashes."
302	25722	84	16	0	0	0	"It was once the subordinate of the Dark Dragon Skelus. It was one of the nobility of Purgatory who resided deep inside. But it came above ground at Antharas' calling. It protects the Antharas' Nest, and it also informs Skelus about the area's developments. When it was in Purgatory, it was called ""Hell's Corpse Detonator"" because of its sinister pleasure in making its comrades explode."
303	25723	84	16	0	0	0	"A monsters summoned from Purgatory by the demon Maluk in exchange for one finger. As part of their agreement, Maluk presented an endless supply of hunting prey. The Spike Slasher accepted the proposal and came above ground with its subordinates in tow from Purgatory."
304	25724	84	16	0	0	0	The monster was created by the demon Maluk by joining a high-level demon with a dragon. It possesses the advantages of both demons and dragons. Maluk offered this exceptional creature to Antharas. Antharas fed its blood to the Muscle Bomber and appointed it as the Valley's Watcher.
305	25710	83	179	0	0	0	Leader of those who guard the Labyrinth of the Abyss. They protect Kamaloka from all enemies to try to infiltrate Kamaloka.
306	29181	83	179	0	0	0	
307	25020	34	16	90494	125472	-2120	"A highly-talented, peerless Orc Dark Mage. At one point, he was even called the hope of the Breka Orc tribe. But he fell victim to a conspiracy and was banished. He swore revenge upon those who banished him, and he is honing his strength, awaiting that day. He has the ability to summon a powerful servitor learned from the Dark Elves."
308	25173	45	16	79942	103619	-3432	"A brave and great beast king. It has the appearance of a beast, but it possesses a holiness and bravery that are not easily rivaled, and it commands Silenos as an underling. It is originally one of the beasts created by Shilen. Through the passage of time, it gained wisdom, but rather than following the gods, it tries to remain faithful to itself as the beast king. It leads around the shamans of the Silenos tribe as its subordinates."
309	29195	94	16	0	0	0	"Istina is Lord of Annihilation who sprouted Seed of Annihilation which is one of the nine seeds that instilled hatred toward Einhasad in in Gracia. She is mother and creator of everything that exists in Seed of Annihilation and uses the life energy in Gracia continent as the source of her power. In order to complete the Great Sacrifice to resurrect Shilen, Istina is trying to spread Deadly Poison that was made in Annihilation into the southern continent of Gracia. "
310	29196	99	16	0	0	0	"Istina is Lord of Annihilation who sprouted Seed of Annihilation which is one of the nine seeds that instilled hatred toward Einhasad in in Gracia. She is mother and creator of everything that exists in Seed of Annihilation and uses the life energy in Gracia continent as the source of her power. In order to complete the Great Sacrifice to resurrect Shilen, Istina is trying to spread Deadly Poison that was made in Annihilation into the southern continent of Gracia."
311	25696	90	16	-180146	175202	-102	"The head of the Bistakon, a race that is one of Istina's descendants. In order to survive in Seed of Annihilation, he has killed many other races using his sharp claws and powerful muscular strength. "
312	25697	90	16	-174800	186738	-151	"The head of the Reptilikon, a race that is one of Istina's descendants. In order to survive in Seed of Annihilation, he has killed many other races using his own unique bloody-mindedness."
313	25698	90	16	-213004	175631	-119	"The head of the Kokracon, a race that is one of Istina's descendants. In order to survive in Seed of Annihilation, he has killed many other races using the sound wave attack that incapacitate enemies. "
314	25859	97	97	188983	13647	-2672	"The Land Dragon that was famous with his violent nature in Aden. After death, the dragon was buried deep underground for a long time but was resurrected by the rain of blood after Shilen's Awakening. Since then, he is responsible for killing creatures that visit the areas of Seal of Shilen. "
315	25862	97	97	192376	22087	-3608	"Embryo who gained the power of Seven Signs, created a human body-fuse mutant using Book of Darkness received from Shilen. Harp is a prototype made after numerous experiments for that creation. The left side is a powerful magic body; and right side is a combat evil creature with a completed powerful form. It is responsible for protecting the entrance toward Altar of Shilen. "
